"","Country","Country Code","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"253","Upper middle income","UMC",131.025867254738,139.125622483254,144.263999573232,141.037165666376,148.283142002432,158.659583921087,156.525839662118,155.905834988981,167.54247889753,174.737916738208,180.944053293392,180.301416447892,182.107596312698,174.860968803837,180.810107120305
"254","Uruguay","URY",61.02679217958,110.629602888087,129.988480921526,140.556034482759,148.696991404011,139.511517615176,104.414019715225,93.9257403189066,145.783571077226,131.588010204082,178.729102560381,240.14612984736,189.690746173365,109.255286658109,143.668461379377
"255","Uzbekistan","UZB",NA,NA,NA,NA,162.5,166.686436781609,173.019675925926,193.335581395349,182.581149425287,204.750465116279,196.685227272727,214.499545454545,224.866590909091,228.401136363636,232.703181818182
"256","Vanuatu","VUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Venezuela, RB","VEN",144.37,168.860384615385,159.534339622642,166.751035781544,122.715630885122,135.498307634449,177.974074074074,166.176923076923,170.688888888889,170.37037037037,190.157407407407,192.701999421296,181.88279224537,183.467528935185,183.467528935185
"258","Vietnam","VNM",304.963939393939,342.302689560857,403.907102558158,292.26533501101,300.165248897291,353.006524268845,305.698686828492,407.72,323.349804513799,309.548118828553,352.260469561007,489.944577628495,397.769402398972,438.916627965133,429.784831380394
"259","Virgin Islands (U.S.)","VIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","West Bank and Gaza","PSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","World","WLD",107.604979051849,112.855816811858,116.348360109326,115.846034941312,119.370362594606,126.241928619517,121.894824454906,121.213597332992,130.992245350656,135.760995619991,135.032915231539,136.705326210079,138.957682086257,138.00078233063,140.553095480728
"262","Yemen, Rep.","YEM",8.19787985865724,4.49680511182109,13.6641509433962,3.80808080808081,8.4235807860262,21.4065934065934,14.6345381526104,12.0409906063194,19.4577846630519,12.4031007751938,15.3959933659218,29.23237208831,20.87347754454,9.81697948162372,16.3965460459391
"263","Zambia","ZMB",26.074748257165,26.1729297146834,29.9046121593291,27.983865053172,25.6770660471291,32.3343506273313,38.6566186107471,25.7777464788732,29.1735294117647,46.1472222222222,37.6260958059211,48.9721370882601,50.4668588096217,55.9181967002467,89.5940696957237
"264","Zimbabwe","ZWE",35.7013698630137,40.0087671232877,22.7242105263158,21.7994871794872,32.3563414634146,27.03525,21.9941176470588,28.7780487804878,34.083,26.5483333333333,18.25,18.975,25.45,22.9,22.9
